,Autor(es),Título,GT,Evento,Ano,Link do Arquivo
943,,Práticas avaliativas no cotidiano escolar: tecendo a luta contra a produção de não-existência,GT06 - Educação Popular,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24.
944,,ALFABETIZAÇÃO COMO PROCESSO DISCURSIVO: apropriação da linguagem escrita com base na interação e discursividade,"GT10 - Alfabetização, Leitura e Escrita",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25.
945,,LETRAMENTO LITERÁRIO: A (IN)VISIBILIDADE DA LITERATURA PERIFÉRICO-MARGINAL NA EJA,GT18 - Educação de Pessoas Jovens e Adultas,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26.
946,,OS GOVERNOS DOS CORPOS IN(FALA)NTES E AS DIRETRIZES CURRICULARES DE CAMPINAS,GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27.
947,,"Do aprendizado da obediência à humanização pelo monstro ingovernável: corpos desviantes, agir reflexivo e trabalho de si como focos de resistência na escola",GT17 - Filosofia da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_28.
948,,TENDÊNCIAS DO DEBATE ACERCA DA MILITARIZAÇÃO DE ESCOLAS PÚBLICAS NA PRODUÇÃO CIENTÍFICA DA ÁREA DE EDUCAÇÃO,GT05 - Estado e Política Educacional,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_29.
949,,DANÇA COMO ÁREA DE CONHECIMENTO NA EDUCAÇÃO BÁSICA,GT24 - Educação e Arte,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_30.
950,,"O LUGAR DOS MESTRES POPULARES NAS UNIVERSIDADES: UMA MIRADA DE PESQUISA, ENSINO E EXTENSÃO A PARTIR DO ENCONTRO DE SABERES",GT06 - Educação Popular,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_31.
951,,A imagem da mulher nas experiências pedagógicas com cinema,GT24 - Educação e Arte,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_32.
952,,OS PROGRAMAS DE APRENDIZAGEM PROFISSIONAL: CRÍTICA À EMPREGABILIDADE E AO EMPREENDEDORISMO COMO SOLUÇÕES PARA O DESEMPREGO JUVENIL,GT09 - Trabalho e Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_33.
953,,A LITERATURA NO CURRÍCULO DE FORMAÇÃO DE PROFESSORAS DO PNAIC,GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_34.
954,,"Temas, programas e direitos: compreendendo as demandas educacionais dos jovens rurais nas Conferências Nacionais de Juventude","GT03 - Movimentos sociais, sujeitos e processos educativos",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_35.
955,,Narrativas de Si: trajetórias e desafios de coordenadoras pedagógicas dos anos iniciais,GT04 - Didática,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_36.
956,,"""Lute como uma menina"": gênero e processos de formação na experiência das ocupações secundaristas","GT03 - Movimentos sociais, sujeitos e processos educativos",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_37.
957,,A LÓGICA DE MERCADO E O MUNDO DO TRABALHO NA FORMAÇÃO DE ENGENHEIROS,GT11 - Política da Educação Superior,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_38.
958,,"CURRÍCULO E SOCIOEDUCAÇÃO: ATAQUES, LUTAS E RESISTÊNCIAS NA PARAÍBA",GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_39.
959,,DA RELAÇÃO DO ALUNO DE ESCOLAS PÚBLICAS BRASILEIRAS DE ENSINO MÉDIO COM A LEITURA LITERÁRIA: ENTRE REALIDADES E POSSIBILIDADES.,"GT10 - Alfabetização, Leitura e Escrita",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_40.
960,,COMPREENDENDO O SISTEMA DE NUMERAÇÃO: UMA PROPOSTA DE CÁLCULO MENTAL NO PNAIC 2014,GT19 - Educação Matemática,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_41.
961,,BLENDED LEARNING NO BRASIL: DO ENSINO SUPERIOR À EDUCAÇÃO BÁSICA – O QUE HÁ DE NOVO?,GT16 - Educação e Comunicação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_42.
962,,OS INTERESSES DA BURGUESIA INDUSTRIAL BRASILEIRA E AS POLÍTICAS DE EDUCAÇÃO PROFISSIONAL DURANTE OS GOVERNOS PETISTAS,GT09 - Trabalho e Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_43.
963,,PSICOLOGIA DA EDUCAÇÃO EM TEMPOS DE RECOMPOSIÇÃO NO MUNDO DO TRABALHO,GT20 - Psicologia da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_44.
964,,“O CELULAR É MEIO QUE O MUNDO”: VIVÊNCIAS NA CIBERCULTURA POR ADOLESCENTES,GT16 - Educação e Comunicação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_45.
965,,O MERGULHO NAS PERIFERIAS: AS PRÁTICAS REESCREVENDO A HISTÓRIA DAS ESCOLAS E AS NOSSAS HISTÓRIAS,GT16 - Educação e Comunicação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_46.
966,,CENTROS INTEGRADOS DE EDUCAÇÃO PÚBLICA: Uma proposta de educação e cidadania,GT02 – História da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_47.
967,,"TRABALHO, ESCOLA E JUVENTUDE: ESTRATÉGIAS DE CONCILIAÇÃO ENTRE TRABALHO E ESTUDO PARA JOVENS POBRES","GT03 - Movimentos sociais, sujeitos e processos educativos",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_48.
968,,“DEIXA EU ABRIR A JANELA” – ENCONTROS E DESENCONTROS COM A LINGUAGEM NA CRECHE,GT07 - Educação de Crianças de 0 a 6 anos,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_49.
969,,Docência cooperativa: modos de ensinar e aprender na relação escola-sociedade,GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/9060-texto_proposta_completo.pdf
970,,Formação do professor de Educação Especial no Brasil,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/gt15-trabalho_encomendado_40rn.pdf
971,,Ciência e tecnologia no contexto de convergências de fundamentalismos: neoliberalismo extremo e guerra cultural,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/gt11-trabalho_encomendado_40rn.pdf
972,,Didática mediada pela alteridade: uma orientação emancipadora em tempos de ensino remoto emergencial,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/gt04-trabalho_encomendado_40rn.pdf
973,,"Movimentos sociais, sujeitos e processos educativos: 40 anos de estudos dos movimentos sociais no Brasil: aprendizagens, enigmas e desafios analíticos","GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/gt03-trabalho_encomendado_40rn.pdf
974,,FATORES ASSOCIADOS AO ABANDONO ESCOLAR DE JOVENS DE CLASSES BAIXAS NA REDE PÚBLICA: UMA ANÁLISE COM MÉTODOS MISTOS,,40,2017-2021,http://anais.anped.org.br/sites/default/files/gt03-trabalho_encomendado_40rn.pdf
975,,"A ACCOUNTABILITY EDUCACIONAL, DEMOCRATIZAÇÃO E GERENCIALISMO: A GESTÃO ORIENTADA POR RESULTADOS NO CEARÁ",GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_28.
976,,A ausência do choro dos bebês e as práticas de cuidado e educação das professoras na creche,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_16.
977,,A disputa em torno da definição de um currículo nacional para a educação básica no Brasil após a Constituinte.,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_13.
978,,A educação do campo na mira do empresariado: a interiorização da disputa pelo conteúdo da escola pública,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_13.
979,,A EDUCAÇÃO INFANTIL E AVALORIZAÇÃO DOCENTE EM UM MUNICÍPIO DO SUL DA BAHIA,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_28.
980,,A NOVA GESTÃO PÚBLICA E A DISCRICIONARIEDADE DOCENTE,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_19.
981,,A PEDAGOGIA DAS COMPETÊNCIAS NA EDUCAÇÃO BÁSICA: IMPLICAÇÕES DA BNCC PARA UMA FORMAÇÃO MERCADOLÓGICA,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_23.
982,,APROPRIAÇÕES CONCEITUAIS DA POLÍTICA DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA NO PROJETO PEDAGÓGICO DE UM CURSO DE ENSINO MÉDIO INTEGRADO EM RONDÔNIA,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_23.
983,,A REGULAÇÃO EDUCATIVA DO ENSINO MÉDIO EM MINAS GERAIS: UMA ANÁLISE A PARTIR DAS PROPOSIÇÕES DO PROJETO SOMAR,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_13.
984,,AS AGÊNCIAS REGULADORAS E A POLÍTICA CURRICULAR: UMA ANÁLISE DA BNCC A PARTIR DO CICLO DE POLÍTICAS DE STEPHEN BALL.,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_16.
985,,ATENDIMENTO DA EDUCAÇÃO INFANTIL: O QUE REVELA A PRODUÇÃO ACADÊMICA SOBRE JUDICIALIZAÇÃO,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_23.
986,,AVANÇOS NA CORROSÃO DA EDUCAÇÃO PÚBLICA: ATESTADOS POR PROFESSORES TEMPORÁRIOS E PRIVATIZAÇÃO NA EDUCAÇÃO BÁSICA,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_22.
987,,BRINCAR NA LUTA POR RECONHECIMENTO DA EDUCAÇÃO INFANTIL: A “VOZ” DAS MULHERES,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_25.
988,,"Cotidianos, travessias e criações - pandemia e possibilidades de migrações curriculares",GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_25.
989,,COZINHAS E MOVIMENTOS MIGRATÓRIOS EM NARRATIVAS DE AUDIOVISUALIDADES: ARTEFATOS TECNOLÓGICOS COMO CRIAÇÕES DE ARTEFATOS CURRICULARES,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_22.
990,,CRIANÇAS E INFÂNCIAS: O OLHAR DO COORDENADOR PEDAGÓGICO DA EDUCAÇÃO INFANTIL,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_25.
991,,Currículo narrativo em um horizonte sem currículos nacionais,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_15.
992,,"CURRÍCULO, NECROPOLÍTICA E POLÍTICA DE AFETOS: O NEGRO E SEUS DESLIZAMENTOS.",GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_28.
993,,Dançando entre um currículo-maior e um currículo-menor: a criação de um currículo-dançante,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_26.
994,,EDUCAÇÃO INFANTIL: O QUE OS PROFESSORES DA CRECHE TÊM A DIZER SOBRE A AVALIAÇÃO DAS CRIANÇAS,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_18.
995,,“EDUCAÇÃO JÁ!”: REGULAÇÃO E GOVERNANÇA EM TORNO DO PROBNCC,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_23.
996,,ELABORAÇÃO DA BASE NACIONAL COMUM CURRICULAR: OS SEMINÁRIOS ESTADUAIS EM QUESTÃO,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_23.
997,,ENTRE LINHAS MOLARES E MOLECULARES DE UMA EDUCAÇÃO COTIDIANA,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_28.
998,,Escombros: Laboratórios Democráticos nas Teorias Curriculares,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_25.
999,,Escritas na Formação Docente: possibilidades de produção curricular em cotidianos universitários,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_19.
1000,,ESTRATÉGIAS DE ENSINO ESCOLAR INDÍGENA EM CONTEXTO URBANO DE BOA VISTA/RR ESTUDO SOBRE PRÁTICAS E INTERAÇÕES SOCIAIS,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_12.
1001,,ESTRATÉGIAS DE ENSINO REMOTO EM MUNICÍPIOS DO ABC PAULISTA: CENÁRIO DE 2020 E AS INCERTEZAS QUANTO AO FUTURO,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26_25.
1002,,"INTEGRANDO ESTRADAS E RIOS: Disposições legais da Educação Escolar Quilombola na EMEIF Santo André (Rio Baixo Itacuruçá, Abaetetuba, Pará).",GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27_18.
1003,,INTERSECCIONALIDADE ENTRE RAÇA E GÊNERO: A LITERATURA INFANTIL E A CONSTRUÇÃO DA IDENTIDADE DO MENINO E NEGRO,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_28_19.
1004,,MIRANDO O OLHAR À ROTINA DO BRINCAR DA CRIANÇA EM CASA: PENSAR A INFÂNCIA SAUDÁVEL E COM EXPERIÊNCIAS,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_29_19.
1005,,"MÚSICA, ESPIRITUALIDADES E SIMBIOSES: PLAGICOMBINAÇÕES E IMPROVISATIVIDADES PARA A COMPOSIÇÃO DE PARTITURAS CURRICULARES EM COTIDIANOS ESCOLARES",GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_30_15.
1006,,NEOLIBERALISMO E NEOCONSERVADORISMO NAS POLÍTICAS EDUCACIONAIS BRASILEIRAS: SUJEITOS EM RELAÇÃO,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_31_11.
1007,,NOVO FUNDEB: UMA ANÁLISE DE SUAS CONTRADIÇÕES,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_32_14.
1008,,"O CONTO DA AIA: RESISTÊNCIAS, BURLAS E TÁTICAS.",GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_33_22.
1009,,PARTICIPAÇÃO EM ESCOLAS PÚBLICAS: PRÁTICAS DECLARADAS POR DIRETORES DE REDES DE ESCOLAS MUNICIPAIS AO QUESTIONÁRIO CONTEXTUAL DO SAEB,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_34_13.
1010,,"PESQUISAS SOBRE PESQUISAS, ESTUDOS SOBRE INFÂNCIA E EDUCAÇÃO INFANTIL: MEMÓRIA BIBLIOGRÁFICA E EPISTEMOLOGIAS",GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_35_20.
1011,,Repercussões do novo Fundeb para a avaliação da Educação Infantil,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_36_12.
1012,,UM DIÁLOGO POSSÍVEL ENTRE A EDUCAÇÃO LIBERTADORA E O FEMINISMO NEGRO LIBERTADOR.,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_37_12.
1013,,USOS E ABUSOS DO CONCEITO DE GÊNERO EM PUBLICAÇÕES SOBRE PROFESSORES HOMENS NA EDUCAÇÃO INFANTIL,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_38_23.
1014,,VULNERABILIDADE SAUDÁVEL: EDUCAÇÃO AMBIENTAL E A POROSIDADE COM OS COTIDIANOS DE UMA ESCOLA PÚBLICA NO RIO DE JANEIRO/BRASIL,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_39_11.
1015,,TRAJETÓRIAS DE FORMADORES/AS DE EDUCADORES/AS DE PESSOAS JOVENS E ADULTAS NO BRASIL,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_27.
1016,,TRAJETÓRIAS ESCOLARES DOS ESTUDANTES VINCULADOS AO PROGRAMA BOLSA FAMÍLIA: UM OLHAR SOBRE A GARANTIA DO DIREITO À EDUCAÇÃO NOS ANOS FINAIS DO ENSINO FUNDAMENTAL,GT14 - Sociologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_28.
1017,,TRAJETÓRIAS PROFISSIONAIS DOCENTES E A BUSCA POR MARCOS PROVOCADORES DE MUDANÇAS,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_27.
1018,,Tramas da Autogestão: saberes do trabalho associado numa rede de economia solidária,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_27.
1019,,Transcodificação numérica: um estudo de habilidades cognitivas envolvidas e da relação com a aritmética,GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_27.
1020,,TRANSFORMAÇÃO DOCENTE: IMPACTOS DA VIVÊNCIA EM GRUPO DE PESQUISA SOBRE A PERSPECTIVA DISCURSIVA NA ALFABETIZAÇÃO,"GT10 - Alfabetização, Leitura e Escrita",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_27.
1021,,Transmutações da(s) arte(s) em favor da estilização de modos de existência,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_27.
1022,,TURISMO DE BASE COMUNITÁRIA NO BRASIL: UMA PRÁXIS EDUCATIVA DECOLONIAL E TRANSMODERNA.,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_27.
1023,,UMA AVALIAÇÃO DA META 19 DO PLANO ESTADUAL DE EDUCAÇÃO DE PERNAMBUCO (2015-2025),GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_27.
1024,,Uma fonte de inspiração esquecida da Educação Popular: a obra de Álvaro Vieira Pinto,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_27.
1025,,"UMA POLÍTICA DE FORMAÇÃO CONTINUADA E A CRIAÇÃO DE ESPAÇOS COLETIVOS DE EDUCAÇÃO CRÍTICA, FEMINISTA E TRANSFORMADORA",GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_27.
1026,,UM CURRÍCULO EM DOIS TEMPOS: REFLEXÕES SOBRE A TRANSIÇÃO EDUCAÇÃO INFANTIL/ENSINO FUNDAMENTAL NO CONTEXTO DA PANDEMIA,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_27.
1027,,Um diálogo sobre a constituição da Amazônia e a educação no contexto Amazônico,GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_28.
1028,,UM ESTUDO SOBRE TESES E DISSERTAÇÕES DE EDUCAÇÃO AMBIENTAL EM PROGRAMAS DE PÓS GRADUAÇÃO DE ARTES NO BRASIL (1981-2016).,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_27.
1029,,Um olhar genealógico sobre as cooperativas educacionais no Brasil: resistência e práticas de liberdade no território escolar,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_27.
1030,,UM OLHAR PARA A ABORDAGEM DE TECNOLOGIAS DIGITAIS EM UMA LICENCIATURA EM MATEMÁTICA NA MODALIDADE A DISTÂNCIA,GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_27.
1031,,Uso dos resultados de avaliação externa em escolas públicas de Sabará/MG,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_27.
1032,,Usos e abusos das imagens no cotidiano escolar,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_27.
1033,,VESTÍGIOS DE UMA ARQUITETURA CURRICULAR: A ESCRITURA COMO TECNOLOGIA DE PODER,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_27.
1034,,VIDA A DOIS: Orientando mulheres para o relacionamento amoroso na rede social Adote um Cara,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_27.
1035,,VIDA DE PROFESSORA: CURRÍCULOS COMO ROMANCE EM ESCOLAS PÚBLICAS PERIFERIZADAS DO ESTADO DO RIO DE JANEIRO,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_27.
1036,,VIOLÊNCIA SEXUAL CONTRA CRIANÇAS E ADOLESCENTES: EM DISCUSSÃO OS PLANOS MUNICIPAIS DE EDUCAÇÃO DO ESTADO DO PARANÁ,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_27.
1037,,"VISUALIDADES DA INFODEMIA: MEMES, DESINFORMAÇÃO E OS DESAFIOS PARA A EDUCAÇÃO",GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_27.
1038,,"VIVÊNCIAS DO ESPAÇO-TEMPO, ROTINAS CULTURAIS COLETIVAS E ROTINAS DE CUIDADO NAS BRINCADEIRAS DOS BEBÊS",GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_27.
1039,,"“VOCÊS SÃO LIVRES, MAS EU LHES ANUNCIO QUE DEUS CONDENA”: PERTENCIMENTO RELIGIOSO E QUESTÕES DE GÊNERO E SEXUALIDADE NA ESCOLA","GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_26.
1040,,VOZES E ATU(AÇÃO) DE MULHERES-PROFESSORAS NA LUTA FEMININA EM DEFESA DA ESCOLA PÚBLICA,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_25.
1041,,RESPINGOS E OS MOVIMENTOS DE TRANÇAR AS REDES A PARTIR DO CURTA-METRAGEM “FILHAS DE LAVADEIRAS”,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_26.
1042,,RE-UNIÃO DE PROFESSORES: O COMPARTILHAMENTO NARRATIVO DE PRÁTICAS PEDAGÓGICAS COMO AÇÃO COLETIVA DE FORMAÇÃO CONTINUADA,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_27.
1043,,Revisão Ética em Pesquisas Educacionais: o marco normativo brasileiro e a Plataforma Brasil,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_26.
1044,,Roda de conversa: O que acontece? Educação (matemática) no enfrentamento de uma política fascista,GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_26.
1045,,Royalties do petróleo para educação e regime de colaboração,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_26.
1046,,RUPTURA DA LÓGICA DA GOVERNAMENTALIDADE NO PROCESSO AVALIATIVO: POSSIBILIDADES OU UTOPIA?,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_26.
1047,,SABERES DIDÁTICOS E TECNOLOGIAS NO CONTEXTO PANDÊMICO: TERIA SIDO A CAIXA DE PANDORA ABERTA?!,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_26.
1048,,Saberes em circulação na biblioteca do Externato do Colégio Pedro II: das práticas biblioteconômicas à cultura escolar (1927-1933),GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_28.
1049,,"SABERES, FAZERES E EXPERIÊNCIAS LÚDICAS INFANTIS NO BRINCAR COM AS TECNOLOGIAS DIGITAIS MÓVEIS",GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_26.
1050,,"Samba-escola: narrativas sobre educação, etnomatemática e carnaval",GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_26.
1051,,"SECULARIZAÇÃO À BRASILEIRA: RELAÇÕES ENTRE CULTURA POPULAR, RELIGIOSIDADE AFRO-BRASILEIRA DE TRADIÇÃO NAGÔ-YORUBÁ E LAICIDADE DA ESCOLA PÚBLICA",GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_26.
1052,,“SEGUINDO PIERRE BOURDIEU NO CAMPO” : A OBJETIVAÇÃO PARTICIPANTE COMO CAMINHO METODOLÓGICO NA PESQUISA COM CATADORES DE MATERIAIS RECICLÁVEIS,GT14 - Sociologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_26.
1053,,SEMINÁRIOS DE (AUTO) FORMAÇÃO: ESPERANÇAR A PARTIR DE DENTRO DA EDUCAÇÃO INFANTIL,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_26.
1054,,SENTIDOS DA INTERCULTURALIDADE NAS POLÍTICAS DE CURRÍCULO PARA PROFESSORES INDÍGENAS,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_26.
1055,,SENTIDOS E SIGNIFICADOS DO TRABALHO DOCENTE NA EDUCAÇÃO INFANTIL: UM DIÁLOGO A PARTIR DAS CONDIÇÕES DE TRABALHO,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_26.
1056,,SENTIDOS FORMATIVOS ATRIBUÍDOS AO ENCCEJA: MOTIVAÇÕES E PERSPECTIVAS DOS ESTUDANTES INSCRITOS NO DISTRITO FEDERAL,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_26.
1057,,"“Será que é mágica?” Reflexões sobre interações entre adultos, bebês e livros",GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_26.
1058,,SER MULHER NA COMPUTAÇÃO: EXPERIÊNCIAS DE ALUNAS EM UMA IFES NORDESTINA,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_26.
